energy meV,q=0.3,q=0.5,q=0.7,q=0.9,q=1.1,q=1.3,q=1.5,q=1.7,q=1.9
-1.6455298785,-0.021774087245046488,-0.059318234248471546,-0.1097450724344036,-0.1637506271158287,-0.21110664500057216,-0.24360780693237158,-0.25691359969194283,-0.25025106150678034,-0.22533776766081354
-1.644781910373409,0.04453435124881921,0.11670463734691539,0.21085550019984112,0.315340570706131,0.4200741171928576,0.5177812351333768,0.603823586372433,0.675625255918961,0.7324666808391894
-1.644033942246818,0.023045756501655072,0.06014154115539346,0.10790786339366637,0.1600290181834035,0.21073133332292715,0.2554574768621501,0.2922127263109336,0.32131496174701246,0.34408023775683827
-1.6432859741202273,0.03827991088182049,0.09974010762823307,0.17871682247765305,0.2647205807108087,0.3489204878085909,0.424862110860759,0.48873975832236094,0.5389959565103672,0.5754173474674986
-1.642538005993636,0.02417178055831063,0.06396900082552363,0.1176729251272663,0.180470989296406,0.24753850223566087,0.3145237331823309,0.37815288958090587,0.4362538924417527,0.4871146426295172
-1.6417900378670454,0.02422544836017889,0.06411196847125071,0.11747357596647284,0.17898515901857148,0.2436774361015702,0.30713598665570097,0.36594137512801056,0.41796818361727434,0.4623599215561614
-1.6410420697404544,0.020768538824868208,0.054110460314622695,0.09719289275571996,0.14481791449409476,0.19273921140561495,0.23795240876543589,0.2788129299277822,0.31478026122516883,0.3458913860289963
-1.6402941016138635,0.031991372217096976,0.08353240418449857,0.15014914621109585,0.2228365909789718,0.2933127339816882,0.35529821364367453,0.40517233823115484,0.44177283835746345,0.46575461882952784
-1.6395461334872725,0.02658402960013852,0.07012616870336985,0.12800427963401134,0.19414095937521764,0.262991933565642,0.32994669500253493,0.39153836676524945,0.44544893749927195,0.49053869944106315
-1.6387981653606818,0.021504952988908078,0.056702159878116734,0.10374782316665143,0.1581817287822687,0.215897981759761,0.2734610674462419,0.32822829216589805,0.37836155495269663,0.422905471995951
-1.6380501972340906,0.02305236602602102,0.061261879688242996,0.11310956215369737,0.1741214301972497,0.2399807735167634,0.3068110540082863,0.3714319858121367,0.43124210687157416,0.4841362339686012
-1.6373022291075,0.02473823819093876,0.06536405972161086,0.11959023712160344,0.18197747990982585,0.2474893032715274,0.31173472554398757,0.37158926888293775,0.4254724279004909,0.47274603130566456
-1.636554260980909,0.022170321755486312,0.05789758870087262,0.10432722083635419,0.15589620524626444,0.20795467507006277,0.257269196698837,0.30201359312302845,0.341497956671111,0.3757302247260616
-1.635806292854318,0.024292753554534523,0.06372502102894634,0.11549811292745146,0.1738383208299664,0.2337257265693207,0.2912932012415206,0.3441278832091897,0.3912623275668875,0.43278400261952477
-1.635058324727727,0.02179236266980998,0.056948766616364624,0.10277931951683705,0.15409385503581824,0.20660248780524398,0.25727326949003826,0.30440122705065076,0.3472891120087524,0.3858164216371345
