energy meV,q=0.3,q=0.5,q=0.7,q=0.9,q=1.1,q=1.3,q=1.5,q=1.7,q=1.9
-3.2910597079593886,0.006352267040874479,0.019051235771304298,0.03916841823027584,0.06418042309967537,0.08992867807630556,0.113172875292741,0.13186663483425376,0.14515289086354977,0.15416624981025973
-3.2902369430323986,0.026492059836202675,0.06848757184675018,0.12245445339875717,0.1823830600422226,0.24416300415906222,0.30629214616270506,0.36881366304972135,0.43183808619574493,0.4949731621646495
-3.2894141781054085,0.015668522593796357,0.04108156753854629,0.0744194593554574,0.11266562683969567,0.15398119941286043,0.1968134358971957,0.23977107719087204,0.2820342361837973,0.32306870844503266
-3.2885914131784193,0.016115124824718406,0.04135200737197818,0.07228891791907543,0.10412370681448353,0.13406018310393344,0.16134444194950437,0.18733883190377643,0.21491944137555913,0.2466216706276576
-3.2877686482514292,0.032590517534979394,0.0847162005777243,0.15135885156307707,0.2234232265584095,0.2934528506166798,0.3564576744575092,0.4100618553011145,0.45413842498624407,0.489784693720869
-3.286945883324439,0.02303138013831467,0.06073826592529355,0.11083868458411811,0.16848288958508048,0.2297325898201356,0.29141706918474297,0.3512385907530954,0.4079265292389507,0.4609885168546317
-3.286123118397449,0.020170548801327754,0.05360800429651924,0.098783424641751,0.15184567563529333,0.20937145040255822,0.26806775442880104,0.32517423332518103,0.3789470157806756,0.42860669186846234
-3.28530035347046,0.02983548946910372,0.07856363364206137,0.1430939427586091,0.2162140647578095,0.2911767052179307,0.3625998813288533,0.42673447107195933,0.48137400882648695,0.5256828632432029
-3.28447758854347,0.02111290728536156,0.05491217075630472,0.09841220374868553,0.14610716857376063,0.19359426953712205,0.23820911436098643,0.2789379696866519,0.3159096173911809,0.3498959418069138
-3.2836548236164798,0.030916743995329034,0.08082163769883983,0.1453633771179431,0.21598961291559726,0.28535537781344456,0.3481966285063326,0.4014091665051054,0.44387618164172415,0.47615481171080354
-3.28283205868949,0.02264263223077907,0.059784462551843866,0.10943462642950555,0.16682469786790532,0.22764502526041822,0.2881979161022549,0.3455507160140883,0.3977744596939949,0.44395299230490054
-3.2820092937625005,0.02627876919395833,0.06914205604104623,0.12549314276452142,0.18871222638094562,0.25305448046657547,0.3140666409436601,0.3687389942032556,0.4155719964365426,0.4542275984616088
-3.2811865288355104,0.02114365464695007,0.05541139044210723,0.10052656398616902,0.15151528394441374,0.20379648173662415,0.25378914878638753,0.2991354013542464,0.3387691631951605,0.37296323315722335
-3.2803637639085204,0.024526734434413156,0.06408561261342573,0.1154381815407873,0.1723583370410952,0.2295702643584898,0.2831662818382949,0.3307769488363622,0.3714562828294922,0.4053247596419418
-3.2795409989815307,0.024513630887166904,0.06435477450009566,0.11682683044173098,0.17626179462376826,0.2377217195678292,0.297397570025859,0.3528306001752758,0.40275199758610286,0.4467680775466508
-3.278718234054541,0.022459539895248855,0.05845028608774315,0.10492660275765844,0.15623931273819702,0.20761741780489373,0.2554888231841991,0.2977083733035687,0.33365424551967493,0.36382196314951554
-3.277895469127551,0.023856542086842524,0.06250207211220948,0.11300701510414089,0.16952633341779233,0.22723062452620787,0.2827547016602015,0.33419686487346223,0.380792603409852,0.4224328422533077
-3.277072704200561,0.02248767488519552,0.05865742531843643,0.10548429784536859,0.15723997389885072,0.20909286726032106,0.25754646143178267,0.3005565416622876,0.3373769033042684,0.3683631530913446
-3.2762499392735713,0.02936230518827926,0.07683763981739646,0.13883184387712316,0.20798746523704129,0.2777256625909741,0.3429889128474343,0.40061210844336914,0.4491081474415829,0.48814153025296386
-3.2754271743465817,0.024495403178263958,0.06448443572483192,0.11748901756260158,0.17801402729319568,0.24121440548316467,0.3032081136734542,0.3612743094688045,0.4138470465767595,0.46022625809404805
-3.2746044094195916,0.023852530375262186,0.06225121327671259,0.11209463551036919,0.16748723667610627,0.22352975892771365,0.27665906979405874,0.324657403866358,0.36650450820416663,0.4021362685815969
-3.273781644492602,0.026227969158196616,0.0687727864562299,0.12460948565847153,0.1874103005403356,0.25157454287015424,0.31287203310033707,0.36878722636107625,0.4182900105174711,0.4613418220622207
-3.272958879565612,0.024935418585441498,0.06543768306685392,0.11860080244649442,0.17832429054519328,0.23926544414853707,0.2973730103026243,0.35016709180469124,0.39669506769341467,0.43698593964850496
-3.2721361146386223,0.02751336858838861,0.07194560010008752,0.12969601526634394,0.19358705927252712,0.2573238771161844,0.3161778939313925,0.36731331386849636,0.40962903103353526,0.44320687226020655
-3.2713133497116322,0.022380801415607075,0.058164099277331384,0.10406980807692233,0.15428007969394658,0.2041230544383563,0.25043616624347037,0.291648603770899,0.32750165344318793,0.35857947086703584
-3.2704905847846426,0.025396410482271408,0.06644441400096877,0.11993778742507338,0.17954725385451484,0.23984951170898455,0.29675696796523865,0.3477129170023007,0.3916341221963179,0.4285409919659005
-3.2696678198576525,0.022462061291412126,0.059002905216036294,0.1071798582267209,0.1617161894478197,0.2178585962564368,0.2717025650992943,0.32044657419838923,0.36258835681117296,0.3977558269692376
-3.2688450549306625,0.021968565082905882,0.05774315110103712,0.10491217779995315,0.1582328183669631,0.2129651919371105,0.2652757239991586,0.31254509579252726,0.3534901685571678,0.38797481142258317
-3.2680222900036733,0.026605290253041206,0.06998494168974954,0.12728474110796245,0.1922055333683696,0.25902497021221554,0.32308502697135305,0.3811271660062869,0.4313258353394031,0.47300657037373567
-3.267199525076683,0.026311900269519153,0.06922567549123293,0.12592466673169064,0.1901788709895826,0.2563835857810513,0.32007281739093674,0.37822077354041145,0.42924145502723354,0.4726049046187299
-3.266376760149693,0.021358675304565554,0.056038599791378096,0.10164837911331963,0.15320804404812588,0.2064467733981462,0.2581069676973884,0.3060259865509163,0.34913409204173235,0.3873152439394092
-3.265553995222703,0.022173566140668316,0.058214809174674004,0.1056787055179576,0.15943107781175017,0.21503636825987743,0.2690267970107558,0.31907474328932584,0.36403709165985576,0.40359353314937485
-3.264731230295714,0.025266849719779414,0.06647914349920225,0.12099361314936505,0.1829215474213346,0.246960768266982,0.3088811174829571,0.36572559991843867,0.41575531777914515,0.45823046399968753
-3.263908465368724,0.023824303286686863,0.06222095479673925,0.11209826434962146,0.16748091182595248,0.22321920541633714,0.2754201177925212,0.3217074016088364,0.3611403160195005,0.39386058024517334
-3.2630857004417337,0.023246460868411332,0.060917203221720506,0.11025730006345762,0.1657545898413841,0.22279584702265626,0.2779250696179512,0.3288831050307624,0.37444554457091556,0.41412887082099115
-3.2622629355147437,0.023881609824848948,0.06232274506888967,0.11217966407135134,0.1673892815703906,0.22276072754181803,0.2744461615981194,0.32018460638446933,0.35921517692953736,0.3917881075553581
-3.2614401705877545,0.022409543274190983,0.05884220298743326,0.10684768323577348,0.1612987179435954,0.21775778264956658,0.27265823710919795,0.32341452534460124,0.3684994900322094,0.40727249408119853
-3.2606174056607644,0.023946773572348475,0.0628106887110019,0.11383475382774508,0.1713189923288184,0.23025605355982423,0.2867102400793769,0.3380982913402759,0.3831420912885023,0.4215586698318086
-3.2597946407337743,0.027329202407477854,0.07147517789595945,0.12891149626375917,0.19257759064913949,0.25624858720830007,0.3151870982131389,0.3664717366748251,0.4089102604771795,0.4425845810944835
-3.2589718758067843,0.024616641702176208,0.06466177748289009,0.11735502005039013,0.17683180801486675,0.23794285298338066,0.2965631421559965,0.34980390023234237,0.39612198717422764,0.4350697440812305
-3.258149110879795,0.02281679571802117,0.05986746246848335,0.10860292264996249,0.1636920751467727,0.22058229718913291,0.2757997874060803,0.32693052458015914,0.37258885475692727,0.4123321364329118
-3.257326345952805,0.02426814034586849,0.06354036183183494,0.1149301087352201,0.17255590085835762,0.23125130778273098,0.2871351278498822,0.3379422929596697,0.382870448683362,0.42216791036608087
-3.256503581025815,0.024497719432142875,0.06414667393860075,0.11590073466494868,0.17368676362475655,0.2322903508776939,0.2878338252298636,0.3379227446255195,0.38137996683979586,0.4179156986901168
-3.255680816098825,0.025986437121697792,0.06821360226880184,0.12375461638865892,0.18635416194488635,0.2504750319534331,0.31183356177237936,0.36762266140017563,0.416490125146475,0.4581738808900601
-3.2548580511718357,0.024818171495394593,0.06492612964447511,0.1171994159377826,0.17544896341106508,0.23437571307234895,0.2899856746453898,0.3397433312582136,0.38257577022138334,0.4186245228436037
-3.2540352862448456,0.024978081630607638,0.06548563963515974,0.11859100064461653,0.17813223065177292,0.23857802795595556,0.29566729948586346,0.3467735847709614,0.39085638500806613,0.42801924647490774
-3.2532125213178555,0.02168099893474108,0.05682273716820813,0.10283600001861978,0.15443097878129988,0.20708099486229978,0.25744152490628236,0.30352912514298475,0.3445628996683854,0.3804319315448557
-3.2523897563908655,0.02502579566917619,0.0657528872695503,0.1193464837395616,0.17988327161295198,0.24234650360222268,0.30301526067242196,0.3595348755993105,0.41069046941883186,0.4561474341435335
-3.2515669914638763,0.02432368495964808,0.06394299802040235,0.11633337164992466,0.17585891406604603,0.23736541716128334,0.2966192539124452,0.35051375451355554,0.39726644771948294,0.4363616199054037
-3.250744226536886,0.027093744667829642,0.07141648692077586,0.13027192012344868,0.19740873029588685,0.26701463063187975,0.3342100677093119,0.39549017961882205,0.44883365324549684,0.49333015440300243
-3.249921461609896,0.023854984217987714,0.06261643626232127,0.11362066681802613,0.17132360095014973,0.23092031346390282,0.28873850852335486,0.3424657460049824,0.39090624705596505,0.43365400973703827
-3.249098696682906,0.022741527239648535,0.059376260951606225,0.10694820240562249,0.15977868416130084,0.21315017130801323,0.2637092470592502,0.3094733702863804,0.3496471847947809,0.38432675658280946
-3.2482759317559164,0.021857721455773527,0.057414148061176985,0.10434678350949765,0.15768480559250705,0.21311411441926267,0.2672648810767286,0.3178161899416987,0.36350755097537385,0.4039262621387802
-3.247453166828927,0.021693427645077524,0.05688319911912523,0.1030258879242552,0.1548927748557681,0.20786986838448784,0.2584010265810982,0.3043292476865729,0.3447002308586416,0.3792609993731442
-3.2466304019019367,0.022267704910632444,0.05835047411111152,0.10567576694493415,0.15899516121609533,0.213744996067146,0.26632999134430135,0.3143043226105655,0.3564343575980387,0.3925501867702652
-3.245807636974947,0.02328489960297977,0.061164377114936865,0.11109407293162278,0.16767072348853393,0.22627013330478385,0.28340157187715664,0.3367815844522845,0.3852245812116869,0.4283347542971129
-3.244984872047957,0.02290172243413876,0.05997396839403643,0.10856247825462738,0.16332454497302362,0.2197078894807024,0.27426150876802746,0.3248042092617904,0.37033678268471615,0.41064906341024765
-3.2441621071209674,0.028747201469473727,0.07562361701894253,0.13756937280536627,0.2078010196242946,0.28020234812674394,0.3499444237465048,0.4138592431137208,0.4703737881944871,0.5189999023814973
-3.2433393421939773,0.027345891759707266,0.07170560363679807,0.129925100064995,0.19550374827570108,0.26281183665393015,0.3275015556220765,0.38671436893973227,0.43904607932847994,0.4841082448156753
-3.2425165772669877,0.02364050398249909,0.061685166089372634,0.11098324089258849,0.1654966772805056,0.22005242343823744,0.27085904758613355,0.3157337729598943,0.3539351761858195,0.38577591986673604
-3.2416938123399976,0.023948846234750618,0.06285175984793069,0.1139385229028339,0.17151634762763224,0.23063127058339492,0.28735200546738093,0.33912291997099137,0.3847741080221879,0.4240699781585396
-3.240871047413008,0.023510800240359474,0.06178033081444849,0.11232231569214529,0.16973222830756698,0.22924710982435187,0.28717935919052756,0.3411055893653373,0.389766539107032,0.4326835170029932
-3.2400482824860184,0.02099998345284139,0.055103183754118115,0.09996560796201459,0.15069762889918611,0.20305487462940464,0.2537675461053086,0.30073086591364273,0.3430113648302028,0.38057084948905345
-3.2392255175590283,0.024276531709042492,0.06364535052212938,0.11520749880344743,0.17306823894383622,0.23218533621943527,0.2887262536662402,0.3402161203307313,0.3855202812909822,0.42449938939778953
-3.2384027526320383,0.026387297877069636,0.06911859186042656,0.12496748819995313,0.18738477735470227,0.2506887900017447,0.31056519503415864,0.3642693916538591,0.4105965474539609,0.4495613980392247
-3.2375799877050486,0.0251149500071862,0.06587583005695159,0.11937790549470823,0.17959135648941446,0.24127222065382714,0.300372418691122,0.3541985175476579,0.40143074471318113,0.4418339470249489
-3.236757222778059,0.024932839878131663,0.06527040372023749,0.11788434892241614,0.17654437109111218,0.23592375981843813,0.29199226948079354,0.34219395247926876,0.38546767856822894,0.4218740456115961
-3.235934457851069,0.0235316034057645,0.06157253158512733,0.11125484214420495,0.1668868285549976,0.22360511108022718,0.2776981845712893,0.3268208614362666,0.36997235475081824,0.4070721582648207
-3.235111692924079,0.02432151602955422,0.06367435161743869,0.11507500616765601,0.17258306651240685,0.23119088800350285,0.28716926307117724,0.3381253055489221,0.38303678005293207,0.4220096080140176
-3.2342889279970892,0.021466538347537416,0.05616450115360923,0.10139775448398375,0.15200492926109277,0.20377559290958838,0.2537010635850297,0.3000880859657264,0.3423916106138478,0.38080956342971817
-3.2334661630700996,0.026570677102142195,0.07010155102078938,0.12805185392715573,0.19448981736647872,0.26397254680085325,0.3319282849122759,0.39496302763162827,0.45086872578324294,0.49853267963740516
-3.2326433981431095,0.026189124934167335,0.06900913565170808,0.12589385650183307,0.19096136959612178,0.25894295522222704,0.32562283441548656,0.3880597386123073,0.4445607968102928,0.4942941654909238
-3.2318206332161195,0.02625605877058179,0.06871656873003208,0.1240883457620336,0.18581123801192834,0.24838307122424894,0.30791827104461916,0.36222798248007737,0.4106700212730755,0.4536310135537545
-3.2309978682891303,0.024709967715727522,0.06477656719034076,0.11726925114914066,0.17619781253389344,0.23644961207703222,0.29417156538709155,0.3468982544598935,0.393563351259311,0.4341352098197898
-3.23017510336214,0.024495483539402344,0.06422426433783152,0.1163808004503135,0.17511684424174986,0.23532073283281113,0.2930941767853299,0.34593819479572424,0.3926197133981258,0.4328627752748857
-3.22935233843515,0.02505302273889171,0.06544692405791767,0.11791709171936628,0.17610197700513022,0.23454173919692248,0.2892683951570412,0.3380558336833453,0.3802129327611822,0.4161614824115724
